3851130000;3851130023;"Сибирьтелеком"" Алтайский филиал";Новозоринский |Павловский |Алтайский край
3859525510;3859525559;Ростелеком;Заринский |Алтайский край
3859526300;3859526499;Ростелеком;Заринский |Алтайский край
3859527200;3859527359;Ростелеком;Заринский |Алтайский край
3859528100;3859528199;Ростелеком;Заринский |Алтайский край
3859529300;3859529459;Ростелеком;Заринский |Алтайский край
3859530300;3859530399;Ростелеком;Заринский |Алтайский край
3859531110;3859531159;Ростелеком;Заринский |Алтайский край
3859531200;3859531299;Ростелеком;Заринский |Алтайский край
3859532300;3859532399;Ростелеком;Заринский |Алтайский край
3859533300;3859533459;Ростелеком;Заринский |Алтайский край
3859534300;3859534399;Ростелеком;Заринский |Алтайский край
3859535400;3859535527;Ростелеком;Заринский |Алтайский край
3859538300;3859538563;Ростелеком;Заринский |Алтайский край
3859538564;3859538599;Ростелеком;Заринский |Алтайский край
3859538600;3859538627;Ростелеком;Заринский |Алтайский край
3859540000;3859546099;Ростелеком;Заринск |Алтайский край
3859552000;3859553999;Ростелеком;Заринский |Алтайский край
3859555000;3859555000;ДиалогСибирь-Барнаул;Заринск |Алтайский край
3859555111;3859555111;ДиалогСибирь-Барнаул;Заринск |Алтайский край
3859555222;3859555222;ДиалогСибирь-Барнаул;Заринск |Алтайский край
3859555250;3859555744;ДиалогСибирь-Барнаул;Заринск |Алтайский край
3859555777;3859555777;ДиалогСибирь-Барнаул;Заринск |Алтайский край
3859555888;3859555888;ДиалогСибирь-Барнаул;Заринск |Алтайский край
3859555999;3859555999;ДиалогСибирь-Барнаул;Заринск |Алтайский край
3859566000;3859566999;Дианэт;Заринск |Алтайский край
3859570000;3859570899;Ростелеком;Заринск |Алтайский край
3859571000;3859571199;Ростелеком;Заринск |Алтайский край
3859571200;3859571699;Ростелеком;Заринский |Алтайский край
3859571700;3859571999;Ростелеком;Заринск |Алтайский край
3859572000;3859572499;Российские железные дороги;Заринск |Алтайский край
3859572700;3859572999;Ростелеком;Заринск |Алтайский край
3859573000;3859573999;Ростелеком;Заринский |Алтайский край
3859574000;3859574299;Ростелеком;Заринск |Алтайский край
3859574300;3859574880;Ростелеком;Заринский |Алтайский край
3859575000;3859576399;Ростелеком;Заринский |Алтайский край
3859576400;3859576603;Ростелеком;Заринск |Алтайский край
3859576604;3859576999;Ростелеком;Заринский |Алтайский край
3859577000;3859577999;Ростелеком;Заринск |Алтайский край
3859578000;3859578979;Ростелеком;Заринский |Алтайский край
3859579100;3859579999;Ростелеком;Заринск |Алтайский край
3859599900;3859599999;ДиалогСибирь-Барнаул;Заринск |Алтайский край
3859621100;3859621995;Ростелеком;Целинный |Алтайский край
3859622100;3859622387;Ростелеком;Целинный |Алтайский край
3859623100;3859623495;Ростелеком;Целинный |Алтайский край
3859630200;3859630319;Ростелеком;Целинный |Алтайский край
3859631300;3859631399;Ростелеком;Целинный |Алтайский край
3859632500;3859632667;Ростелеком;Целинный |Алтайский край
3859632668;3859632691;Ростелеком;Целинный |Алтайский край
3859633300;3859633467;Ростелеком;Целинный |Алтайский край
3859634500;3859634699;Ростелеком;Целинный |Алтайский край
3859635100;3859635219;Ростелеком;Целинный |Алтайский край
3859636300;3859636491;Ростелеком;Целинный |Алтайский край
3859636492;3859636515;Ростелеком;Целинный |Алтайский край
3859637300;3859637443;Ростелеком;Целинный |Алтайский край
3859637444;3859637467;Ростелеком;Целинный |Алтайский край
3859638300;3859638515;Ростелеком;Целинный |Алтайский край
3859638516;3859638539;Ростелеком;Целинный |Алтайский край
3859639300;3859639419;Ростелеком;Целинный |Алтайский край
3859643600;3859643719;Ростелеком;Целинный |Алтайский край
3859644700;3859644799;Ростелеком;Целинный |Алтайский край
3859644900;3859644959;Ростелеком;Целинный |Алтайский край
3859645700;3859645799;Ростелеком;Целинный |Алтайский край
3859645900;3859645959;Ростелеком;Целинный |Алтайский край
3859721400;3859722999;Ростелеком;Тогульский |Алтайский край
3859723140;3859723607;Ростелеком;Тогульский |Алтайский край
3859724300;3859724539;Ростелеком;Тогульский |Алтайский край
3859724540;3859724587;Ростелеком;Тогульский |Алтайский край
3859725300;3859725419;Ростелеком;Тогульский |Алтайский край
3859725420;3859725443;Ростелеком;Тогульский |Алтайский край
3859726310;3859726359;Ростелеком;Тогульский |Алтайский край
3859727300;3859727399;Ростелеком;Тогульский |Алтайский край
3859728310;3859728359;Ростелеком;Тогульский |Алтайский край
3859729410;3859729459;Ростелеком;Тогульский |Алтайский край
3859821000;3859821919;Ростелеком;Советский |Алтайский край
3859822000;3859822999;Ростелеком;Советский |Алтайский край
3859823300;3859823995;Ростелеком;Советский |Алтайский край
3859824300;3859824707;Ростелеком;Советский |Алтайский край
3859825300;3859825459;Ростелеком;Советский |Алтайский край
3859826300;3859826499;Ростелеком;Советский |Алтайский край
3859827300;3859827611;Ростелеком;Советский |Алтайский край
3859828100;3859828199;Ростелеком;Советский |Алтайский край
3859828300;3859828499;Ростелеком;Советский |Алтайский край
3859828600;3859828839;Ростелеком;Советский |Алтайский край
3859828910;3859828959;Ростелеком;Советский |Алтайский край
3859829300;3859829675;Ростелеком;Советский |Алтайский край
3859829676;3859829699;Ростелеком;Советский |Алтайский край
3859921100;3859921995;Ростелеком;Усть - Калманский |Алтайский край
3859922000;3859922999;Ростелеком;Усть - Калманский |Алтайский край
3859923300;3859923459;Ростелеком;Усть - Калманский |Алтайский край
3859924100;3859924171;Ростелеком;Усть - Калманский |Алтайский край
3859924300;3859924515;Ростелеком;Усть - Калманский |Алтайский край
3859925300;3859925499;Ростелеком;Усть - Калманский |Алтайский край
3859925510;3859925559;Ростелеком;Усть - Калманский |Алтайский край
3859926100;3859926411;Ростелеком;Усть - Калманский |Алтайский край
3859927300;3859927667;Ростелеком;Усть - Калманский |Алтайский край
3859928300;3859928399;Ростелеком;Усть - Калманский |Алтайский край
3859928410;3859928459;Ростелеком;Усть - Калманский |Алтайский край
3859929260;3859929667;Ростелеком;Усть - Калманский |Алтайский край
